"CONTEXT (DO NOT MODIFY)","ENGLISH (DO NOT MODIFY)","LOCALIZED (EDIT THIS COLUMN)"
"traveler:WALLCOMMENT_SONDRAWING","What is this drawing on the wall?","Vad är denna teckning på väggen?"
"traveler:WALLCOMMENT_SONDRAWING","My dog can do better.","Min hund kan göra bättre."
"traveler:WALLCOMMENT_SONDRAWING","@It is from my son.","@Det är från min son."
"traveler:WALLCOMMENT_SONDRAWING","Oh.~","Åh.~"
"traveler:WALLCOMMENT_SONDRAWING","Maybe he should try sports.","Kanske han ska testa sport."
"traveler:WALLCOMMENT_SONDRAWING","Thanks.","Tack."
"traveler:WALLCOMMENT_SONDRAWING","The drawing is not so bad really.","Teckningen är inte så dålig faktiskt."
"traveler:WALLCOMMENT_SONDRAWING","I was just in rough mood. Sorry.","Jag vara bara på dåligt humör. Förlåt."
"traveler:WALLCOMMENT_SONDRAWING","Huh?","Huh?"
"traveler:WALLCOMMENT_SONDRAWING","You deny me for comment about drawing, right?","Du nekar mig för kommentar om teckning, visst?"
"traveler:WALLCOMMENT_SONDRAWING","@The exit is to your right.","@Utgången är till höger."
"traveler:WALLCOMMENT_SONDRAWING","What are you doing?","Vad gör du?"
"traveler:WALLCOMMENT_SONDRAWING","Is this because I make fun of drawing?","Är detta för att jag skoja om teckning?"
"traveler:WALLCOMMENT_SONDRAWING","I take it back!","Jag tar tillbaka!"
"traveler:WALLCOMMENT_SONDRAWING","Picture should be in museum!","Bild borde vara på museum!"
"traveler:WALLCOMMENT_FAMILYPHOTO","I like picture on wall here.","Jag gillar bild på väggen här."
"traveler:WALLCOMMENT_FAMILYPHOTO","Reminds me of how my family was.","Påminner om hur min familj var."
"traveler:WALLCOMMENT_FAMILYPHOTO","Thank you.","Tack så mycket."
"traveler:WALLCOMMENT_FAMILYPHOTO","Take care of your family.","Ta hand om din familj."
"traveler:WALLCOMMENT_FAMILYPHOTO","It is too easy to lose them.","Det är lätt att förlora dem."
"speech:ask-purpose","What is the purpose of your trip?","Vad är syftet med din resa?"
"speech:state-purpose","Visiting.","Besök."
"speech:state-purpose","Just visiting.","Bara besök."
"speech:state-purpose","I am visiting relatives.","Jag besöker släktingar."
"speech:state-purpose","Visiting friends.","Besöker vänner."
"speech:state-purpose","I come for visit.","Jag kommer för besök."
"speech:state-purpose","Only to visit.","Bara för att besöka."
"speech:state-purpose","I will visit friends.","Jag kommer besöka vänner."
"speech:state-purpose","Transit.","Genomresa."
"speech:state-purpose","I pass through.","Jag passerar."
"speech:state-purpose","Transit through the country.","På genomresa genom landet."
"speech:state-purpose","I am transiting to elsewhere.","På genomresa någon annanstans."
"speech:state-purpose","Transit through Arstotzka.","Genomresa genom Arstotzka."
"speech:state-purpose","Passing through.","På genomresa."
"speech:state-purpose","I am in transit.","Jag är på genomresa."
"speech:state-purpose","Work.","Arbete."
"speech:state-purpose","I come to work.","Jag kommer för att arbeta."
"speech:state-purpose","I have job here.","Jag har jobb här."
"speech:state-purpose","I plan to work.","Jag ska arbeta."
"speech:state-purpose","Immigrating.","Invandrar."
"speech:state-purpose","I am immigrating to Arstotzka.","Jag invandrar till Arstotzka."
"speech:state-purpose","I will move here.","Jag flyttar hit."
"speech:state-purpose","I am coming to live with my husband.","Jag kommer för att leva med min man."
"speech:state-purpose","I am coming to live with my wife.","Jag kommer för att leva med min fru."
"speech:state-purpose","I am diplomatic envoy.","Jag är diplomatisk sändebud."
"speech:state-purpose","I was called to diplomatic discussions.","Jag kallades till diplomatiska diskussioner."
"speech:state-purpose","My presence was requested.","Min närvaro begärdes."
"speech:state-purpose","I am seeking asylum.","Jag söker asyl."
"speech:state-purpose","I come for political asylum.","Jag kommer för politisk asyl."
"speech:state-purpose","Asylum.","Asyl."
"speech:ask-wrong-purpose","This entry permit is for work.","Detta inresetillstånd är för arbete."
"speech:ask-wrong-purpose","You are authorized for transit only.","Du är endast behörig för genomresa."
"speech:ask-wrong-purpose","You have only a visitors entry permit.","Du har enbart besöksinresetillstånd."
"speech:ask-wrong-purpose","This entry permit is for immigrating.","Detta inresetillstånd är för invandring."
"speech:ask-wrong-purpose","Your entry purpose does not match up.","Ditt inresesyfte matchar inte."
"speech:ask-wrong-purpose","This entry permit purpose does not match.","Detta inresetillståndssyfte matchar inte."
"speech:mistake-prefix","Right.","Just det."
"speech:mistake-prefix","I make mistake.","Jag gjorde misstag."
"speech:mistake-prefix","Yes, of course.","Javisst."
"speech:mistake-prefix","Apologies.","Ursäkta."
"speech:wrong-purpose","$mistake-prefix I am just visiting.","$mistake-prefix Jag är bara på besök."
"speech:wrong-purpose","$mistake-prefix I just pass through.","$mistake-prefix Jag är bara på genomresa."
"speech:wrong-purpose","$mistake-prefix I have come to work.","$mistake-prefix Jag kommer för att arbeta."
"speech:wrong-purpose","$mistake-prefix I move here permanently.","$mistake-prefix Jag flyttar hit permanent."
"speech:ask-duration","Duration of stay?","Vistelsetid?"
"speech:random-stay","I stay","Jag stannar"
"speech:random-stay","I remain for","Jag är kvar"
"speech:random-stay","It will be","Det är under"
"speech:state-duration","$random-stay forever.","$random-stay för alltid."
"speech:state-duration","$random-stay until I die.","$random-stay tills jag dör."
"speech:state-duration","I don't plan to leave.","Jag planerar inte att lämna."
"speech:state-duration","$random-stay just 2 days.","$random-stay bara 2 dagar."
"speech:state-duration","$random-stay couple days.","$random-stay några dagar."
"speech:state-duration","$random-stay just 14 days.","$random-stay bara 14 dagar."
"speech:state-duration","$random-stay couple weeks.","$random-stay några veckor."
"speech:state-duration","$random-stay only two weeks.","$random-stay bara två veckor."
"speech:state-duration","$random-stay 30 days.","$random-stay 30 dagar."
"speech:state-duration","$random-stay a few weeks.","$random-stay ett par veckor."
"speech:state-duration","$random-stay one month.","$random-stay en månad."
"speech:state-duration","$random-stay 60 days.","$random-stay 60 dagar."
"speech:state-duration","$random-stay 8 weeks.","$random-stay 8 veckor."
"speech:state-duration","$random-stay couple months.","$random-stay några månader."
"speech:state-duration","$random-stay two months.","$random-stay två månader."
"speech:state-duration","$random-stay 90 days.","$random-stay 90 dagar."
"speech:state-duration","$random-stay 12 weeks.","$random-stay 12 veckor."
"speech:state-duration","$random-stay three months.","$random-stay tre månader."
"speech:state-duration","$random-stay a few months.","$random-stay ett par månader."
"speech:state-duration","$random-stay six months.","$random-stay sex månader."
"speech:state-duration","$random-stay half a year.","$random-stay ett halvår."
"speech:state-duration","$random-stay one year.","$random-stay ett år."
"speech:state-duration","$random-stay full year.","$random-stay helt år."
"speech:state-duration","$random-stay a year.","$random-stay detta året."
"speech:ask-wrong-duration","The length of your stay is different.","Din vistelsetid är annorlunda."
"speech:wrong-duration","$mistake-prefix $state-duration","$mistake-prefix $state-duration"
"speech:ask-forgery-missing","This document is missing its seal.","Dokumentet saknar sitt sigill."
"speech:ask-forgery-missing","There is no seal here.","Det är inget sigill här."
"speech:ask-forgery-missing","I do not see the required seal here.","Jag ser inte rätt sigill här."
"speech:ask-forgery-wrong","This document is forged.","Dokumentet är förfalskat."
"speech:ask-forgery-wrong","This is a forgery.","Detta är en förfalskning."
"speech:ask-forgery-idcard","This card contains false information.","Kortet innehåller falsk information."
"speech:ask-forgery-diplo","This seal is forged.","Sigillet är förfalskat."
"speech:ask-forgery-diplo","This seal is not correct.","Det är inte korrekt sigill."
"speech:ask-forgery-asylumgrant","This seal is forged.","Sigillet är förfalskat."
"speech:ask-forgery-asylumgrant","This grant is not sealed properly.","Beviljandet är inte korrekt förseglat."
"speech:ask-wrong-birthdate","These dates do not match.","Datumen matchar inte."
"speech:forgery","I have no idea what you are talking about.","Jag vet inte vad du pratar om."
"speech:forgery","I do not know anything about that.","Jag vet ingenting om det."
"speech:forgery","I do not understand.","Jag förstår inte."
"speech:ask-expired-paper","This document has expired.","Dokumentet har gått ut."
"speech:ask-expired-paper","You cannot enter using an expired document.","Du kan inte komma igenom med ett utgått dokument."
"speech:expired-permit","I could not come until now.","Jag kunde inte komma förrän nu."
"speech:expired-permit","I was busy.","Jag var upptagen."
"speech:expired-passport","What? That is mistake. I just renewed it.","Vad? Det är misstag. Jag förnyade det precis."
"speech:expired-passport","That must be a typographical error.","Det måste vara ett typo-grafiskt fel."
"speech:expired-asylumgrant","There was nothing I could do.","Det var inget jag kunde göra."
"speech:expired-asylumgrant","My travel was difficult.","Jag hade en svår resa."
"speech:expired-asylumgrant","Please, have mercy.","Snälla, ha förbarmande."
"speech:ask-missing-passport","Where is passport?","Var är pass?"
"speech:ask-missing-passport","A passport is required.","Ett pass krävs."
"speech:missing-passport","They took away my passport.","De tog mitt pass."
"speech:missing-passport","What is passport?","Vad är pass?"
"speech:ask-missing-entrypermit","Where is the entry permit?","Var är inresetillståndet?"
"speech:ask-missing-entrypermit","You have no entry permit.","Du har inget inresetillstånd."
"speech:ask-missing-entrypermit","The entry permit is missing.","Inresetillståndet saknas."
"speech:missing-permit","I was not able to get one.","Jag kunde inte få något."
"speech:missing-permit","What is that?","Vad är det?"
"speech:missing-permit","Do I need one?","Behöver jag något?"
"speech:missing-permit","Is required?","Krävs?"
"speech:missing-permit","I lost it.","Jag har tappat bort."
"speech:missing-permit","I did not know it was required.","Jag visste inte att detta krävdes."
"speech:ask-missing-workpermit","Where is the work pass?","Var är arbetstillståndet?"
"speech:ask-missing-workpermit","You have no work pass.","Du har inget arbetstillstånd."
"speech:ask-missing-workpermit","The work pass is missing.","Arbetstillståndet saknas."
"speech:missing-workpermit","I will get one after I enter.","Jag skaffar detta efter jag kommit in."
"speech:ask-missing-idcard","Where is your id card?","Var är ditt id-kort?"
"speech:ask-missing-idcard","I need your id card.","Jag behöver ditt id-kort."
"speech:missing-idcard","I never got one.","Jag fick aldrig något."
"speech:missing-idcard","I left before they were issued.","Jag åkte innan de utfärdades."
"speech:missing-idcard","I lost it.","Jag har tappat bort det."
"speech:ask-missing-idsupplement","You must carry an id supplement.","Du måste has med ett id-tillägg."
"speech:ask-missing-idsupplement","Where is your id supplement?","Var är ditt id-tillägg?"
"speech:missing-idsupplement","I never got one.","Jag fick aldrig något."
"speech:missing-idsupplement","What is a supplement?","Vad är ett tillägg?"
"speech:missing-idsupplement","This was not provided to me.","Detta gavs inte till mig."
"speech:ask-missing-asylumgrant","You have no grant for asylum.","Du har inget beviljande av asyl."
"speech:ask-missing-asylumgrant","Where is your asylum grant?","Var är ditt beviljande av asyl?"
"speech:missing-asylumgrant","I could not secure one in time.","Jag kunde inte säkra en i tid."
"speech:missing-asylumgrant","I have none.","Jag har inget."
"speech:missing-asylumgrant","What is that?","Vad är det?"
"speech:ask-missing-accesspermit","Where is the access permit?","Var är tillträdestillståndet?"
"speech:ask-missing-accesspermit","You have no access permit.","Du har inget tillträdes-tillstånd."
"speech:ask-missing-accesspermit","The access permit is missing.","Tillträdestillståndet saknas."
"speech:ask-wrong-name","These names do not match.","Namnen stämmer inte överens."
"speech:wrong-name","I have two different names.","Jag har två olika namn."
"speech:wrong-name","I have multiple names.","Jag har flera namn."
"speech:wrong-name","My name was changed recently.","Jag har nyligen bytt namn."
"speech:ask-wrong-workend","You are not authorized to work this long.","Du är inte behörig att arbeta så länge."
"speech:ask-wrong-workend","This work pass expires before your visit.","Arbetstillståndet går ut innan ditt besök."
"speech:wrong-workend","I will renew the pass soon.","Jag ska snart förnya tillståndet."
"speech:wrong-workend","I am planning to renew it.","Jag ska förnya det."
"speech:wrong-workend","My entry permit is longer than I need.","Mitt inresetillstånd är längre än vad jag behöver."
"speech:ask-wrong-idnumber","These numbers do not match.","Numren stämmer inte överens."
"speech:ask-wrong-idnumber","There is a discrepancy here.","Det finns en avvikelse här."
"speech:ask-wrong-idnumber","There are two different numbers here.","Det är två olika nummer här."
"speech:wrong-idnumber","It must be a mistake. The document is valid.","Det måste vara ett misstag. Dokumentet är giltigt."
"speech:wrong-idnumber","Check again.","Kolla igen."
"speech:ask-wrong-face","This does not look like you.","Detta ser inte ut som dig."
"speech:ask-wrong-face","Your picture. It is different.","Din bild. Den är avvikande."
"speech:ask-wrong-face","Your appearance has changed.","Ditt utseende har ändrats."
"speech:wrong-face","It is an old picture.","Det är en gammal bild."
"speech:wrong-face","I had surgery.","Jag har haft operation."
"speech:wrong-face","The years have been cruel.","Åldern har tagit ut sin rätt."
"speech:wrong-face","I do not know what to say. It is me.","Jag vet inte vad jag ska säga. Det är jag."
"speech:ask-wrong-issuingcity","This issuing city is incorrect.","Utfärdandeorten är felaktig."
"speech:ask-wrong-issuingcity","Your passport has false information.","Ditt pass har falsk information."
"speech:ask-wrong-gender","You are a man?","Du är en man?"
"speech:ask-wrong-gender","It says here that you are male.","Det står här att du är man."
"speech:ask-wrong-gender","You are a woman?","Du är kvinna?"
"speech:ask-wrong-gender","Your passport says you are female.","Ditt pass säger att du är kvinna."
"speech:ask-wrong-gender","Are you a woman or a man?","Är du en kvinna eller man?"
"speech:ask-wrong-gender","You are male or female?","Är du man eller kvinna?"
"speech:wrong-gender","The passport is correct.","Passet är korrekt."
"speech:wrong-gender","Why do you ask?","Varför frågar du?"
"speech:wrong-gender","As the document says.","Som dokumenten säger."
"speech:wrong-gender","What is this question?","Vad är denna fråga?"
"speech:ask-wrong-gender-busted","There is a problem with your documentation.","Det är ett problem med din dokumentation."
"speech:ask-approved","Glory to Arstotzka.","Ära åt Arstotzka."
"speech:ask-approved","Cause no trouble.","Orsaka inga problem."
"speech:ask-nativesonly","Try again.","Försök igen."
"speech:ask-nativesonly","Arstotzkans only.","Enbart Arstotzkaner."
"speech:ask-wrong-nation","No entry from Obristan.","Inget inträde från Obristan."
"speech:ask-wrong-nation","No entry from Kolechia.","Inget inträde från Kolechia."
"speech:ask-wrong-nation","No entry from United Federation.","Inget inträde från Förenta Federationen."
"speech:ask-wrong-nation","No entry from Antegria.","Inget inträde från Antegria."
"speech:ask-wrong-nation","No entry from Republia.","Inget inträde från Republia."
"speech:ask-wrong-nation","No entry from Arstotzka.","Inget inträde från Arstotzka."
"speech:ask-wrong-nation","No entry from Impor.","Inget inträde från Impor."
"speech:ask-search","Face the scanner.","Ansikte mot skannern."
"speech:ask-search","Turn towards the scanner.","Vänd dig mot skannern."
"speech:ask-detain","Wait here.","Vänta här."
"speech:ask-detain","One moment please.","Ett ögonblick."
"speech:detain","What are you doing?","Vad gör du?"
"speech:detain","What is happening?","Vad händer?"
"speech:detain","What is this?","Vad är detta?"
"speech:detain","You cannot do this!","Du kan inte göra detta!"
"speech:detain","What will happen to me?","Vad händer med mig?"
"speech:detain","Who do you think you are?","Vem tror du att du är?"
"speech:detain","You have no authority for this!","Du har ingen behörighet för detta!"
"speech:detain","You are a fool!","Du är en dåre!"
"speech:ask-search-enabled","You have been selected for a random search.","Du har blivit utvald för en slumpmässig undersökning."
"speech:ask-wrong-entryticket-date","This ticket is for another day.","Biljetten är för en annan dag."
